appid,name,content
790660,Cunning Fox,cunning fox adventure casual indie simulation adventure casual indie simulation cunning fox is a hardcore 2d platformer in which you have to pass a variety of levels playing for the fox which loves to dream
790700,BugOut,bugout action adventure crafting early access indie open world rpg simulation survival action adventure crafting early access indie open world rpg simulation survival in this modern day survival simulator you will be faced with surviving in the appalachian mountains while you prepare for an apocalyptic event hunt gather build explore and trade to get what you need to survive but keep up with whats going on its about to get really bad in the world will you be prepared come and experience bugout
790710,World of Warplanes,world of warplanes action early access flight free to play massively multiplayer simulation world war ii action early access flight free to play massively multiplayer simulation world war ii world of warplanes is an aerial combat mmo action game set in the golden age of military aviation throwing players into a never ending battle for dominance of the skies the game allows aircraft enthusiasts to pursue full scale careers as virtual pilots earning their wings in intense 12 vs 12 battles where supremacy in the air depends
790740,Tick Tock: A Tale for Two,tick tock a tale for two adventure atmospheric casual co op co op campaign family friendly great soundtrack indie local co op local multiplayer multiplayer mystery online co op point click puzzle story rich adventure atmospheric casual co op co op campaign family friendly great soundtrack indie local co op local multiplayer multiplayer mystery online co op point click puzzle story rich you and your friend are trapped in a mystical world as time ebbs away you must solve increasingly complex puzzles to escape cooperation is key as neither of you have the full picture play on two devices local or remotely all you need is a voice connection
790750,oVRshot,ovrshot action arena shooter early access fps first person indie multiplayer shooter strategy vr vr only action arena shooter early access fps first person indie multiplayer shooter strategy vr vr only ovrshot is an intensely fast paced multiplayer arena bow shooter built for vr step into the arena armed with a bow and a variety of powerful abilities and turn the tide of a match by tactically using these abilities to demolish your enemies or shield your allies from harm
790760,Space Chip,space chip casual indie casual indie space chip is a fun game set in space with a nostalgic playmode which you have to pass through different levels full of adventure teleporting through space gates and avoiding energy balls spaceships meteorites and alienoids
790790,Impossible Runner,impossible runner casual difficult free to play indie casual difficult free to play indie world s hardest game impossible runner try to complete all 10 impossible levels
790800,Ascent Spirit,ascent spirit action adventure simulation vr action adventure simulation vr equipped with two improvised ice axes in ascent spirit your only chance of survival is to reach the top of this sacred mountain and get back to your hot air balloon before the winds free it
790810,Voxel Baller,voxel baller action arcade casual indie puzzle retro sci fi singleplayer stylized voxel action arcade casual indie puzzle retro sci fi singleplayer stylized voxel challenge your breaking skills and tackle the obstacles in this frenzy action game voxel baller invites you to rediscover the brick beaking genre with 50 unique levels will you clear them all
790820,Valkyria Chronicles 4,valkyria chronicles 4 action anime jrpg rpg sexual content singleplayer story rich strategy strategy rpg tactical third person turn based violent war action anime jrpg rpg sexual content singleplayer story rich strategy strategy rpg tactical third person turn based violent war a continent engulfed in the bitter flames of war commander claude wallace and his childhood friends set out to fight in a desperate war but bone chilling blizzards waves of imperial soldiers and the godlike powers of the valkyria stand between them and victory
790840,Epiphany!,epiphany casual indie logic mythology puzzle casual indie logic mythology puzzle epiphany is a logic puzzle game in which the goal is to find the hidden pattern for the sequence of gems
790850,Undead Horde,undead horde action action rpg adventure atmospheric classic dark early access exploration fantasy funny hack and slash indie loot magic rpg replay value singleplayer top down villain protagonist zombies action action rpg adventure atmospheric classic dark early access exploration fantasy funny hack and slash indie loot magic rpg replay value singleplayer top down villain protagonist zombies become a necromancer and raise the dead undead horde is a necromantic action game with elements from rpg strategy and hack n slash maraud through the lands of the living raze their villages and steal their treasures ultimately you ll take over the whole kingdom of the living
790860,Chocolate makes you happy 3,chocolate makes you happy 3 2d abstract casual classic colorful cute difficult family friendly fast paced indie old school physics puzzle relaxing replay value retro short side scroller singleplayer stylized 2d abstract casual classic colorful cute difficult family friendly fast paced indie old school physics puzzle relaxing replay value retro short side scroller singleplayer stylized casual colorful physical puzzle with sweets jumpers teleports accelerators and explosions
790930,Primitive Shooter,primitive shooter action indie strategy action indie strategy primitive shooter an interesting and exciting game made in a minimalist style take on the role of the main character shoot out from enemies set new records and all this under pleasant music
790950,Feed Eve,feed eve action adventure early access indie simulation strategy vr violent action adventure early access indie simulation strategy vr violent next gen vr action shooter experience battle hordes of zombies in extremely realistic environments and varying exciting game modes
790960,Beer Ranger,beer ranger 2d action adventure arcade difficult fantasy indie level editor perma death platformer puzzle puzzle platformer retro side scroller singleplayer 2d action adventure arcade difficult fantasy indie level editor perma death platformer puzzle puzzle platformer retro side scroller singleplayer logic platformer in the oldschool style the dwarfs are on a quest to find as much beer as they can only smart mind and skillful hands will bring them to the desired goal will you manage to beat the most hardcore levels
791000,Atomic Heist,atomic heist action indie rpg action indie rpg atomic heist is a sci fi roguelike twin stick shooter control your combat ship and fight your way out of the overrun space station the nuclear core you have to steal is leaking radiation so you need to hurry and escape manage your ammo carefully and collect power ups to enhance your ship
791020,"Drumpf: Rise Up, Libertonia!",drumpf rise up libertonia gore memes nudity political psychological horror rpg rpgmaker sexual content violent gore memes nudity political psychological horror rpg rpgmaker sexual content violent at the height of his power god emperor drumpf was violently dethroned by the usurpers dictators who helped overthrow the rightful rulers of the world can you rescue and re unite the rightful rulers of amerika
791050,I Hate Heroes: Rocket Man,i hate heroes rocket man 3d platformer action indie parkour singleplayer vr 3d platformer action indie parkour singleplayer vr the first chapter in the vr superhero platformer series i hate heroes play as a rocket man a superhero trapped in the hell prison of the greatest supervillain the world has ever known use your rocket thruster hands to zoom on the ground grab massive air avoid death and collect keys to escape
791140,Shatter EVERYTHING (VR),shatter everything vr action bullet hell colorful early access fast paced indie score attack space twin stick shooter vr vr only action bullet hell colorful early access fast paced indie score attack space twin stick shooter vr vr only shatter everything is the first of its kind gain intricate control of a powerful attack orb and mercilessly demolish a sea of shattering shapes control time and use all the destructive weapons at your disposal to survive
791150,EV3 - Drag Racing,ev3 drag racing free to play indie racing simulation free to play indie racing simulation ev3 is built by real life drag racers the fun of drag racing is driving not just pushing buttons in ev3 you actually drive the car using realistic variable gas pedal steering braking realistic suspension and engine torque response it s all there
791160,Icky,icky action casual indie simulation strategy action casual indie simulation strategy icky is a very addictive platform game where the main objective is to obtain as high a score as you can you can level up your character thus upgrading your weapons as you go along there are tons of different character unlocks to keep the game really exciting
791180,1 Screen Platformer,1 screen platformer 2d action adventure difficult female protagonist indie pixel graphics platformer retro side scroller singleplayer 2d action adventure difficult female protagonist indie pixel graphics platformer retro side scroller singleplayer the hardest 2 073 600 pixels you will ever play
791290,Space Ball,space ball adventure casual early access indie adventure casual early access indie space ball is a casual adventure game in this game you need to control the ball through the spikes jump over the magma collect gold coins along the way and finally reach the end
791300,Canek: Quest for Corn [Demo],canek quest for corn demo action adventure casual free to play indie action adventure casual free to play indie canek quest for corn is a single player action platform game under development meet canek a legendary hero on an epic quest to save the maya civilization from the curse that threatens its people
791320,Zahalia,zahalia 2d adventure exploration fantasy indie singleplayer top down 2d adventure exploration fantasy indie singleplayer top down zahalia was a peaceful land until the dark wizard came and stole all the crystals defeat his group of monsters and reclaim the crystals to save zahalia from darkness
791330,Fallen ~Makina and the City of Ruins~,fallen makina and the city of ruins adventure anime female protagonist funny indie jrpg mature memes multiple endings nudity rpg rpgmaker sexual content adventure anime female protagonist funny indie jrpg mature memes multiple endings nudity rpg rpgmaker sexual content fallen takes you on an adventure with makina into the ruins of gardona what fate awaits makina and her friends as they travel around gardona and descend further into the ruins find out in this rpg brought to you in native english
791340,Clumsy Chef,clumsy chef adventure casual indie simulation adventure casual indie simulation clumsy chef is a simple 2d platformer with elements of survival in which you have to play for the cook who just loves donuts
791350,Favorite Miner,favorite miner adventure casual indie simulation adventure casual indie simulation favorite miner is another 2d platformer with elements of survival in which you have to pass a variety of levels playing for a digger
791370,Xploquest 2,xploquest 2 adventure rpg adventure rpg xploquest 2 is a tiled based role playing game based on the exploration and management of your character which takes place in an open world
791380,Way Out,way out action casual fps first person free to play indie racing shooter simulation strategy vr action casual fps first person free to play indie racing shooter simulation strategy vr way out is a vr game for sports you shuttle in the square arrays to get a way out to get scores to improve ourselves for better achievement get up let us get fit in vr world let s enjoy moving and shooting in sky snow laboratory
791400,From Village to Empire,from village to empire 4x building early access hex grid historical indie management multiplayer simulation singleplayer strategy tactical turn based turn based strategy war 4x building early access hex grid historical indie management multiplayer simulation singleplayer strategy tactical turn based turn based strategy war from village to empire is an indie turn based strategy game with a historical setting build cities research technologies and train units to discover new lands and conquer the world
791430,THE ARCHER: Dead Hunt,the archer dead hunt action adventure casual comedy fantasy funny horror indie memes parody rpg simulation singleplayer strategy survival survival horror action adventure casual comedy fantasy funny horror indie memes parody rpg simulation singleplayer strategy survival survival horror become garran of abrivia the professional monster killer for hire the greatest archer in the world this time he was tasked to take back the le vol castle from an unknown forces of dangerous mercenaries also begin his personal quest to discover the identity of them and their evil plans
791470,DYO,dyo indie local co op puzzle platformer indie local co op puzzle platformer dyo is a mind bending cooperative platformer for one or two players where you can hop between two halves of a split screen
791490,Rainbow Cult,rainbow cult action dark humor difficult experimental indie multiple endings philisophical political puzzle satire strategy top down action dark humor difficult experimental indie multiple endings philisophical political puzzle satire strategy top down rainbow cult is a satirical office environment where each floor is based off a real life event or controversy fight your way through 13 bosses and 3 unique playthroughs each with its own ending
791500,Mahjong Riichi Multiplayer,mahjong riichi multiplayer casual strategy casual strategy japanese mahjong also known as riichi mahjong is a 4 player tabletop game based on the chinese original mahjong compete against individuals from all over the world in the online multiplayer mode build sequences and tripplets within your hand and complete your hand faster than your opponents
791540,Maybe Drinking. Russian Style,maybe drinking russian style casual indie simulation casual indie simulation in this game you ll have to help your hero with getting completely drunk in the various places of such a grand country like russia but don t think that everything gonna be easy you ll face lots of different obstacles which you ll have to avoid to find the true harmony
791570,Redline Ultimate Racing,redline ultimate racing early access management racing simulation singleplayer sports strategy early access management racing simulation singleplayer sports strategy ever dreamed of owning and managing your own car racing team redline ultimate racing allows you to make your dreams come true take control of either a randomly generated racing universe or load your own custom created universe into the game
791590,Psychiatrist Simulator,psychiatrist simulator gore indie psychological sexual content simulation story rich gore indie psychological sexual content simulation story rich have you ever wanted to be a psychiatrist now you can be a shrink for 14 days meet 14 patients with unique story of their lives diagnosis treatment chosen dialogues have impact on history of patients the choice is yours
791600,Aplestia,aplestia action adventure casual indie rpg rpgmaker strategy action adventure casual indie rpg rpgmaker strategy aplestia is a light hearted unepic fun cynical and adventurous rpg with turn based combat fight monsters bosses get your loot and find secret rooms and epic equipment
791700,Bird Game,bird game action adventure difficult female protagonist flight indie action adventure difficult female protagonist flight indie bird game is a short zen like fly em up where you navigate a bird through a black and white line drawing landscape
791740,Gladiators Of The Arena,gladiators of the arena action gore indie nudity simulation violent action gore indie nudity simulation violent hack and slash game
791750,President Trump The Way In Uganda,president trump the way in uganda adventure casual indie memes adventure casual indie memes once president trump learned about an ancient country in which in the streets are lying bitcoins and drugs this country called uganda trump went on the road for the bitcoins but he did not suspect that dangerous animals were waiting for him in uganda
791760,A Story of Distress,a story of distress action adventure indie magic medieval stealth strategy vr action adventure indie magic medieval stealth strategy vr you and your brother set off to the big city of aston in order to become successful merchants but things go wrong when your brother gets murdered filling your heart with pure rage take your vengeance on those who defied you use stealth to your advantage and try not to get consumed by rage
791770,Try To Fall Asleep,try to fall asleep action adventure early access gore horror indie simulation violent action adventure early access gore horror indie simulation violent john herrin survived a horrible accident damaging his brain and memory through falling asleep he can rediscover his unfortunate past in his dreams but because of his brain damage he ll start to see visions and hallucinations and falling asleep won t be as easy as it seems at first
791790,No safety,no safety action adventure great soundtrack indie action adventure great soundtrack indie 2090 year a global nuclear war has begun the economy of all countries has fallen into decay
791800,Mind Over Mushroom,mind over mushroom indie singleplayer strategy tactical turn based turn based combat turn based strategy turn based tactics indie singleplayer strategy tactical turn based turn based combat turn based strategy turn based tactics mind over mushroom is a turn based tactical strategy game where movement isn t locked to a grid command a diverse array of unlockable characters including giant snails walking bombs and necromancers use clever tactics and a variety of status effects to defeat a grave fungal threat
791930,BombTag,bombtag casual free to play indie multiplayer casual free to play indie multiplayer bombtag is an online multiplayer bomberman inspired game for up to 8 players drop bombs blow up crates collect powerups and blow up your friends but be careful not to get blown up first
791950,Hiking Simulator 2018,hiking simulator 2018 adventure atmospheric casual exploration indie memes open world simulation survival survival horror walking simulator adventure atmospheric casual exploration indie memes open world simulation survival survival horror walking simulator put on your hiking boots and get ready to explore a gigantic winter landscape
791960,Cactus Jumper,cactus jumper action casual indie action casual indie think you got what it takes to cross the deadly sands the heat is on in this addicting desert side scroller using simple 3 button controls try and jump as far as you can plan your next moves and avoid those prickly cacti
791970,QLORB,qlorb 2d action casual indie puzzle singleplayer strategy 2d action casual indie puzzle singleplayer strategy qlorb is a puzzle game designed to take the simplicity of games like tetris and deconstruct it into something familiar but different with qlorb 2 sets of blocks must merge into 1 perfect block in order for this to be accomplished the player must clear away all of the blue blocks so the red blocks have room
791990,MOBA GM,moba gm indie simulation sports strategy indie simulation sports strategy the premier single player moba esports management simulation game customize players teams and champions unlimited number of leagues and seasons choose to do your own in game drafting or just sign cut and trade players build a dynasty or get fired trying
792000,Pit Blocks 3D,pit blocks 3d casual indie puzzle strategy casual indie puzzle strategy pit blocks 3d is a cube matching arcade style puzzle game where you manipulate falling bricks of different shapes and sizes the goal is to stay alive as the speed increases over time and to rack up as many points as possible before the pit fills up with bricks
792030,"Just, Bearly",just bearly casual comedy dark comedy dark humor design illustration free to play gaming indie intentionally awkward controls story rich casual comedy dark comedy dark humor design illustration free to play gaming indie intentionally awkward controls story rich an honest comedy about anxiety and feeling awkward played through painfully relatable mini games
792050,Beneath The Surface,beneath the surface addictive casual clicker fishing free to play relaxing sports addictive casual clicker fishing free to play relaxing sports a relaxing hiatus from the hustle and bustle of everyday life sit in a remote corner of the world drop a line and see what bites
792060,Stickman Fighting,stickman fighting 2d 2d fighter action casual comedy fighting gore hand drawn indie singleplayer 2d 2d fighter action casual comedy fighting gore hand drawn indie singleplayer take part in the epic bully battle in parallel worlds fight with your rivals complete the numerous levels and become as firm as a stone
792070,Asteion Nights,asteion nights anime casual indie rpg rpgmaker anime casual indie rpg rpgmaker during the battle not only ally characters but also enemy characters there is a movement s motion is a feature work for each character there is sp in addition to hp mp and you can activate powerful deathblows and skills by consuming the accumulating sp by acting skill and magic can be acquired by level up
792080,glutton man,glutton man indie indie a minimalist style flying barrage game the glutton played by the player is almost invincible when facing enemies it can not only ignore the majority of attack but also swallow the enemy s bullets to strengthen itself but this does not mean that players can crush everything
792100,7 Billion Humans,7 billion humans casual education funny great soundtrack indie programming puzzle satire simulation singleplayer touch friendly casual education funny great soundtrack indie programming puzzle satire simulation singleplayer touch friendly automate swarms of office workers to solve puzzles inside your very own parallel computer made of people a thrilling followup to the award winning human resource machine now with more humans
792160,Heroes Of Hellas 4: Birth Of Legend,heroes of hellas 4 birth of legend adventure casual strategy adventure casual strategy be the hero olympus needs and rise from its ashes today
792190,Iridescence,iridescence action indie shoot em up action indie shoot em up iridescence is a shoot em up with a color changing mechanic where you dodge and absorb many different colored bullets it features a painted watercolor theme amp features an inventive chaining system play through 5 main levels and 30 varied challenge levels
792230,Zombie Serial Killer Incident,zombie serial killer incident 2d action arcade casual cute gore horror indie mouse only puzzle shooter singleplayer top down top down shooter zombies 2d action arcade casual cute gore horror indie mouse only puzzle shooter singleplayer top down top down shooter zombies her small town transformed into a world of terror crawling with zombies an unprecedented tale of click based action and suspense is about to begin
792320,Sunburnt,sunburnt action casual early access indie multiplayer survival top down shooter zombies action casual early access indie multiplayer survival top down shooter zombies sunburnt is a multiplayer zombie survival game where guns won t help you zombie outbreaks have struck the country and only a few humans have survived conventional weapons have little effect on the dead but they have a weakness light which gives them intensely painful sunburns
792340,ESPER,esper casual indie vr casual indie vr as one of a small number of citizens who have been endowed with the power to move objects with their minds you have been enrolled by the government to undertake a series of tests to show that you are in control of your powers
792350,Joy Climb,joy climb action indie action indie you must move upwards higher to the top but more often you fill fall down
792370,A Rite from the Stars,a rite from the stars adventure great soundtrack indie point click adventure great soundtrack indie point click welcome to the mystical island of kaikala home to the makoa tribe and kirm a young mute boy who must overcome a rite of passage to leave his childhood behind chosen by the stars to become a legend among his peers kirm s rite will neither be ordinary nor easy as he masters the three paths of wisdom courage and spirit
792400,Battleship Lonewolf 2,battleship lonewolf 2 early access strategy early access strategy become a commander of the space fleet and battle with other players in real time now shall we begin
792410,Viki Spotter: Undersea,viki spotter undersea casual indie casual indie this time the curious viki has decided to explore the unknown depths of the sea and of course she won t be able to do so without your keen eye and precise atrention help viki find all the possible differences in the pairs of pictures that you see and join her on a wonderful journey
792480,Name The Song Quiz,name the song quiz 4 player local action casual early access free to play indie local multiplayer music 4 player local action casual early access free to play indie local multiplayer music guess name of the song contest with friends and family up to 18 local players play in teams use your favorite songs
792500,Streets Ablaze,streets ablaze action adventure beat em up early access indie action adventure beat em up early access indie streets ablaze is a 3d side scrolling beat em up inspired by the arcade and console games we played growing up
792560,Ukhar,ukhar action adventure fantasy indie pixel graphics action adventure fantasy indie pixel graphics plunge yourself into sword and sorcery adventures roll and slash through your enemies
792570,BattleCON: Online,battlecon online board game card game early access fighting free to play indie strategy board game card game early access fighting free to play indie strategy in this deeply strategic full information battle card game choose your fighter from a diverse roster of spell slinging duelists tag teaming werewolves time traveling boxers dimensional knights and more
792640,Inca Blocks,inca blocks casual indie casual indie this is a game in the genre of quot three in a row quot where you have to match 3 or more of the same kind of blocks the title speaks for itself you are required to match identical blocks without overflowing the already crammed field show your friends who the true intellectual adventurer is become a legend at the ranking table
792650,Super Jigsaw Puzzle,super jigsaw puzzle 2d atmospheric casual difficult family friendly gamemaker indie puzzle relaxing replay value simulation singleplayer strategy 2d atmospheric casual difficult family friendly gamemaker indie puzzle relaxing replay value simulation singleplayer strategy if you like to make puzzles super jigsaw puzzle is your game enjoy its comfortable and intuitive interface and its relaxing music that will allow you to concentrate on the difficult task of solving these beautiful photos that pose a real challenge for lovers of puzzles
792660,The Operational Art of War IV,the operational art of war iv simulation strategy turn based wargame world war i world war ii simulation strategy turn based wargame world war i world war ii the operational art of war iv is the new generation of operational wargames with more flexibility than before and with a new array of exciting features it will make you relive the most iconic battles from the dawn of the 20th century to modern day including the ones that never occurred
792670,The Woods,the woods action blood casual dark early access gore horror psychological horror realistic simulation strategy violent action blood casual dark early access gore horror psychological horror realistic simulation strategy violent a nerve wracking psycho game with breathtaking ambient elements and innovative gameplay lost in the hunting ground of a notorious killer you need to fight for your life sneak run hide fight or play his mad games the choice is yours only
792680,Containment Initiative: PC Standalone,containment initiative pc standalone action fps gore indie violent zombies action fps gore indie violent zombies shoot zombies get money upgrade your gear online crossplay with owners of the vr game containment initiative no vr required
792710,Levelhead,levelhead 2d 4 player local action co op cute difficult early access family friendly funny great soundtrack hand drawn indie level editor local co op local multiplayer music platformer replay value 2d 4 player local action co op cute difficult early access family friendly funny great soundtrack hand drawn indie level editor local co op local multiplayer music platformer replay value levelhead is a level building platformer with a challenging campaign for 1 4 players run jump and power up through tons of levels in the handcrafted campaign then build and publish levels for the world to play
792720,Boxing Apocalypse,boxing apocalypse action casual indie sports vr action casual indie sports vr you are the world s best assassin locked up on a space prison taken over by aliens beginning human testing and waging war on mankind for sport aliens watch inmates battle to the death players must use their boxing skills to fight for freedom the winner stays alive to see another day
792760,The Necklace of Blood,the necklace of blood gore indie violent visual novel gore indie violent visual novel the necklace of blood is the first part of a two parts thriller visual novel that tells the story of a man at the service of
792800,Adventures of Hendri,adventures of hendri 2d action adventure blood casual cute indie platformer puzzle platformer short singleplayer soundtrack 2d action adventure blood casual cute indie platformer puzzle platformer short singleplayer soundtrack adventures of hendri is a fun single player game where you are sent out to rescue ash s little piggy s from being killed will you be able to save them
792810,Balloon,balloon 2d adventure atmospheric casual fast paced indie masterpiece music side scroller simulation singleplayer 2d adventure atmospheric casual fast paced indie masterpiece music side scroller simulation singleplayer a fun arcade game of skill and reaction you have to control the balloon piloted by the brave treasure hunter your goal to collect treasure from each room and stay alive
792820,Lost In 80s II,lost in 80s ii adventure adventure feel all the nostalgia of the 80s in a special arcade game
792850,Robo Puzzle Smash,robo puzzle smash anime competitive fighting indie multiplayer puzzle voxel anime competitive fighting indie multiplayer puzzle voxel robo puzzle smash is an intensely addictive competitive puzzle game that will test your wits and skill against your opponent in a high energy block bashing brawl with a twist drop the blocks and rotate your field to match colored blocks together and set up combos
792860,Road Doom,road doom 2d action action adventure adventure arcade bullet hell casual controller difficult funny great soundtrack indie memes pixel graphics retro shoot em up short singleplayer top down shooter 2d action action adventure adventure arcade bullet hell casual controller difficult funny great soundtrack indie memes pixel graphics retro shoot em up short singleplayer top down shooter road doom is an arcade bullet hell with a cheesy story on a quest to defeat the four horsemen blast your way through evil beings with skills of immense power unleash your wrath
792870,Super Nosebleed Land,super nosebleed land 2d action adventure casual difficult indie platformer 2d action adventure casual difficult indie platformer jump on walls and avoid deadly sawblades to escape nosebleed land this hard as nails indie platformer will distract you from your homework for a while or just make you kinda mad
792880,Never Stop Sneakin',never stop sneakin action arcade casual comedy indie pixel graphics retro stealth action arcade casual comedy indie pixel graphics retro stealth the department of sneakin is the world s most elite stealth agency your mission stop time traveling master criminal amadeus guildenstern
792900,OutBreak Zombie,outbreak zombie action violent action violent a chilling dark town filled with zombies how long can you stay alive
792930,Age of Viking Conquest,age of viking conquest alternate history diplomacy grand strategy historical indie pve pvp resource management simulation singleplayer strategy turn based turn based combat turn based strategy alternate history diplomacy grand strategy historical indie pve pvp resource management simulation singleplayer strategy turn based turn based combat turn based strategy age of viking conquest is a conquest strategy simulation about vikings invasions across europe
792940,Sail and Sacrifice,sail and sacrifice action adventure early access indie rpg simulation action adventure early access indie rpg simulation in this single player open world adventure game you will be the captain of yer own pirate fantasy explore the islands sail the seas amass a crew and make a name for yerself in the archipelago
792970,Wheelz2,wheelz2 early access indie racing early access indie racing drive the most advanced bike through stunning courses of all kinds
792990,Identity,identity adventure early access indie massively multiplayer open world rpg simulation adventure early access indie massively multiplayer open world rpg simulation identity is a new breed of massively multiplayer online role playing game where hundreds of players interact in a world of absolute freedom it s the actions of players which determine your fate and the fate of the world you live in
793000,Star-Pit Starship,star pit starship action arcade casual indie singleplayer action arcade casual indie singleplayer star pit starship is an addictive arcade score chaser build your ship and blast some baddies the longer you last in the pit the more money you ll earn and the better you can build your next ship build battle repeat
793010,Super Pillow Fight,super pillow fight 2d fighter action casual female protagonist fighting funny indie violent 2d fighter action casual female protagonist fighting funny indie violent super pillow fight is an awesome new indie fighting game from aoineko it depicts the cataclysmic battles of the 1982 women s pillow fight world championship held in boca raton florida twenty of the fiercest pillow warriors from around the world gathered to find out who was strongest
793030,Asteroid Defender!,asteroid defender action arcade early access indie retro space action arcade early access indie retro space launch into space and blast asteroids from the sky before they can hit earth in this fast paced shooter inspired by the original arcade game earn upgrades along the way maintain your defenses and complete various side missions
793050,UNDEAD FACTORY:Zombie Pandemic,undead factory zombie pandemic free to play indie rts strategy zombies free to play indie rts strategy zombies survive zombie apocalypse plunder resources for survival
793150,Moe! Ninja Girls,moe ninja girls anime dating sim free to play nudity simulation visual novel anime dating sim free to play nudity simulation visual novel you transfer to a school and start a new school life all the while hiding you re a genius ninja
793180,魔王村长和杂货店-Hero Village Simulator,hero village simulator adventure casual indie rpg simulation strategy adventure casual indie rpg simulation strategy
793200,Escape the Darkness,escape the darkness 2d adventure casual indie 2d adventure casual indie in the world where dangerous adventures are a fact of life three brothers were born they grew up brave warriors and were always together but the fate separated them later fighting the undead yet another time the youngest brother made a fatal mistake this is how our story begins
793210,The Cathedral: Allison's Diary,the cathedral allison s diary adventure indie simulation vr adventure indie simulation vr two years later from quot the hospital quot facts you are interested in visiting the place where rachel and alfredo should have been buried quot the cathedral quot is the second chapter of the allison s diary horror saga in the sacred cathedral of sant andrea there is something frightening waiting to be discovered
793220,A Fine Mess,a fine mess adventure indie adventure indie a moon shattered in the sky a city destroyed and a mysterious woman in an age old outfit biding her time on the beach as if none had happened
793240,Merlin vs Zombies,merlin vs zombies action casual indie action casual indie here is a game in which you have to use the fireballs to destroy enemies defend your castle with a variety of magical ballistic missiles
793250,Casino Poker,casino poker card game casual education indie strategy card game casual education indie strategy the poker master class casino poker offers the ultimate guide to learning the art of playing and winning a great hand of poker all without risking a penny learn all the play styles at your own pace and then bluff with the best at the biggest casinos in the world
793260,Army of Squirrels,army of squirrels indie puzzle robots singleplayer strategy turn based turn based combat turn based strategy turn based tactics indie puzzle robots singleplayer strategy turn based turn based combat turn based strategy turn based tactics get ready for apocalyptic war between squirrels and robots the forest is invaded by monstrous robots led by evil humans with fearless squirrel soldiers your mission is to conquer devastated warzone back to nature
793280,Neon Valley: Revenge,neon valley revenge action arena shooter early access fps indie local multiplayer multiplayer third person shooter action arena shooter early access fps indie local multiplayer multiplayer third person shooter the government has won the cyberwar their grasp chokes the citizens of every country as oppression rules the world then a group of hackers carved out an untraceable piece of the cyberspace and created the underground network known as neon valley
793350,Swarmlake,swarmlake action addictive arcade arena shooter casual controller difficult fps family friendly fast paced first person great soundtrack indie replay value retro score attack shoot em up shooter singleplayer space action addictive arcade arena shooter casual controller difficult fps family friendly fast paced first person great soundtrack indie replay value retro score attack shoot em up shooter singleplayer space dance with billions of enemies in the ultra intense shooter swarmlake
793360,Big Crown®: Showdown,big crown showdown 3d platformer action casual colorful family friendly funny platformer 3d platformer action casual colorful family friendly funny platformer big crown showdown sees friends become foes as they compete in 4 player local and online multiplayer combat set over 3 wacky worlds full of medieval shenanigans avoid perilous hazards and engage in frantic fights as you attempt to knock your opponents off 15 crazy courses in the ultimate royal battle
793410,橙天の銀翼　～スカイランドの魔女と巫女～,2d anime fantasy indie jrpg military multiple endings nudity parody rpg rpgmaker sexual content 2d anime fantasy indie jrpg military multiple endings nudity parody rpg rpgmaker sexual content amp rpg
793450,Desecration of Wings,desecration of wings adventure anime indie rpg rpgmaker sexual content adventure anime indie rpg rpgmaker sexual content the endless court is eternal ruled by immortals who have guided the four races of the world since the dawn of time but they seem very concerned with preventing anyone from studying the broken ruins that litter the world and peace is more fragile than it seems
793480,Trick Shot,trick shot casual indie casual indie you have only one shot grab the cue and proof your skills
793490,Exocraft,exocraft 2d action building casual colorful flight free to play indie mmorpg management massively multiplayer mining open world rpg sandbox sci fi simulation space space sim strategy 2d action building casual colorful flight free to play indie mmorpg management massively multiplayer mining open world rpg sandbox sci fi simulation space space sim strategy design unique spaceships and build the ultimate space mining fleet as you team up to battle for resources and glory in this massively multiplayer action strategy set in an alien wasteland
793510,Dusk Of Confinement,dusk of confinement adventure first person gore horror indie psychological horror survival horror violent adventure first person gore horror indie psychological horror survival horror violent dusk of confinement horror survival with a first person view in which you can test your nerves for strength events take place in the mansion in which the serial maniac john smith lives
793570,Trenchfoot,trenchfoot action early access family friendly funny indie local multiplayer pixel graphics action early access family friendly funny indie local multiplayer pixel graphics if you enjoy old school multiplayer games like bomberman you re going to love trenchfoot trenchfoot is a fast paced party game for up to 16 players locally
793600,Bully Beatdown,bully beatdown 2d 2d fighter action arcade beat em up cartoon cartoony comedy comic book difficult fighting funny gore great soundtrack hack and slash indie replay value retro story rich violent 2d 2d fighter action arcade beat em up cartoon cartoony comedy comic book difficult fighting funny gore great soundtrack hack and slash indie replay value retro story rich violent you play a fat kid in school who everyone picks on get even with the bullies by beating them up but be careful not to become one yourself this story based comic book style beat em up brawler features progressive skill mastering 4 difficulty settings and tons of stuff to smash
793620,Hellbreaker,hellbreaker action bullet hell demons difficult fps fast paced first person indie level editor moddable old school racing replay value retro runner score attack shooter short singleplayer violent action bullet hell demons difficult fps fast paced first person indie level editor moddable old school racing replay value retro runner score attack shooter short singleplayer violent fast paced first person shooter that will pit you against hordes of monsters
793630,GROOD,grood action arcade bullet hell difficult indie shoot em up action arcade bullet hell difficult indie shoot em up grood is an indie 2 5d shoot em up made with spare robot parts and heavy metal the gameplay blends classic shoot em up mechanics with modern low poly graphics particles shaders and a hardcore soundtrack annihilate an army of machines and afterward annihilate their bosses go all the way to confirm that your battle paid off
